canonical_description,short_text,lines,purchase_orders,spend,spend_share,cumulative_spend_share,abc_class
20 925552 pump assy trans charger jcb,20/925552 Pump Assy (Trans.Charger) JCB,1,1,7883.89,3.2853885396293863e-07,0.99961298332614,C
hp laserjet pro cp1025 color printer,HP laserjet pro cp1025 color printer,1,1,7881.35,3.2843300663515177e-07,0.9996133117591467,C
health faucet,Health Faucet,2,2,7866.26,3.2780417349487445e-07,0.9996136395633202,C
coffee nestle pouch,Coffee Nestle Pouch,1,1,7864.0,3.2770999437644986e-07,0.9996139672733145,C
rear view mirror lh super ace,Rear View Mirror LH Super ACE,2,2,7832.2,3.2638481917029894e-07,0.9996142936581337,C
rear view mirror rh super ace,Rear View Mirror RH Super ACE,2,2,7832.2,3.2638481917029894e-07,0.9996146200429529,C
bearing 6208 zz c3,Bearing 6208 ZZ/C3,2,2,7826.0,3.2612645167727575e-07,0.9996149461694045,C
mustard oil,Mustard Oil,5,5,7823.84,3.2603643977648063e-07,0.9996152722058442,C
3520540205 engine push rod 909,3520540205 Engine Push Rod 909,1,1,7812.8,3.255763789501943e-07,0.9996155977822232,C
white pepper,White Pepper,3,3,7810.0,3.2545969685657087e-07,0.9996159232419201,C
upvc socket 2,"Upvc Socket 2""",1,1,7803.94,3.252071634682289e-07,0.9996162484490835,C
wallmount screen,Wallmount Screen,2,2,7800.0,3.2504297509363033e-07,0.9996165734920586,C
clutch system repair genral vender l1540,Clutch System Repair Genral Vender L1540,1,1,7800.0,3.2504297509363033e-07,0.9996168985350337,C
idli powder,Idli Powder,3,3,7800.0,3.2504297509363033e-07,0.9996172235780088,C
silicon tube,SILICON TUBE,1,1,7800.0,3.2504297509363033e-07,0.9996175486209838,C
sum bush 24x36x40 with coller,Sum Bush 24X36X40 with Coller,1,1,7800.0,3.2504297509363033e-07,0.9996178736639589,C
x 185 ltr,X-185 LTR,1,1,7796.0,3.2487628638845414e-07,0.9996181985402454,C
gear pump hg150,Gear Pump - HG150,1,1,7790.0,3.246262533306898e-07,0.9996185231664987,C
ht bolt 16x100 mm,Ht Bolt 16X100 Mm,1,1,7785.0,3.244178924492195e-07,0.9996188475843911,C
pen,Pen,8,8,7778.0,3.241261872151611e-07,0.9996191717105783,C
ht tape,HT Tape,1,1,7771.15,3.2384073280754684e-07,0.9996194955513111,C
bearing cr brng nup2308e,Bearing CR BRNG. NUP2308E,1,1,7768.0,3.2370946545222056e-07,0.9996198192607766,C
refilling for abc type 6 kg,Refilling for ABC Type 6 Kg,2,2,7760.0,3.233760880418681e-07,0.9996201426368646,C
stiching machine switch,Stiching Machine Switch,2,2,7750.0,3.229593662789276e-07,0.9996204655962309,C
mcb 16 amp 3 pole schneider,MCB 16 Amp 3 Pole (Schneider),1,1,7750.0,3.229593662789276e-07,0.9996207885555971,C
253420100133 water pump assy 407ex bsiii,253420100133 Water Pump Assy 407EX BSIII,3,3,7745.549999999999,3.22773925094419e-07,0.9996211113295222,C
flaxible pipe 3 4 wire supported,"Flaxible Pipe - 3/4"" (Wire Supported)",4,4,7726.799999999999,3.2199257178890547e-07,0.9996214333220941,C
lemination folder,Lemination Folder,5,5,7718.0,3.216258566375178e-07,0.9996217549479507,C
utsav chocolate cake mix powder,Utsav Chocolate Cake Mix Powder,4,4,7713.900000000001,3.214550007147122e-07,0.9996220764029514,C
repair main work from sparsh ab 0638,Repair & Main Work From Sparsh AB 0638,2,1,7696.700000000001,3.207382392824545e-07,0.9996223971411907,C
l hook 7,"L Hook 7""",1,1,7690.5,3.204798717894313e-07,0.9996227176210625,C
v belt b 61,V Belt B-61,1,1,7680.0,3.200423139383437e-07,0.9996230376633765,C
com mechanical seal for cn 32 200,Com. Mechanical Seal for CN 32/200,1,1,7675.0,3.1983395305687346e-07,0.9996233574973296,C
com mechanical seal for kpd 32 20,Com. Mechanical Seal for KPD 32/20,1,1,7675.0,3.1983395305687346e-07,0.9996236773312827,C
hp lp switch,HP/LP Switch,2,2,7669.5,3.196047560872561e-07,0.9996239969360388,C
plc lamp 18w,Plc Lamp 18W,3,3,7650.0,3.187921486495221e-07,0.9996243157281874,C
ms pipe 1 ibr,"Ms Pipe 1"" -Ibr",2,2,7650.0,3.187921486495221e-07,0.9996246345203361,C
pneumatic cylinder 50x250,Pneumatic Cylinder 50X250,2,2,7644.0,3.1854211559175775e-07,0.9996249530624517,C
332 y2067 hyd hose jcb,332/Y2067 Hyd.Hose Jcb,3,3,7640.0,3.183754268865815e-07,0.9996252714378786,C
29662825 w c assy 407,29662825 W.C Assy 407,1,1,7638.0,3.182920825339934e-07,0.9996255897299612,C
164032vb0a fuel filter al partner,164032VB0A Fuel Filter AL Partner,1,1,7634.76,3.181570646828007e-07,0.9996259078870259,C
economix,Economix,2,2,7620.0,3.175419833607004e-07,0.9996262254290093,C
non sparking ring spanner 24 x 27,Non sparking Ring Spanner- 24 x 27,1,1,7611.0,3.1716693377405393e-07,0.9996265425959431,C
welcome message nec,Welcome Message - NEC,1,1,7600.0,3.167085398348193e-07,0.9996268593044829,C
ms bolt 10x25 golden,Ms Bolt 10X25 (Golden),2,2,7600.0,3.167085398348193e-07,0.9996271760130228,C
microsoft powerbiproopen s sub vl olp 1l,Microsoft®PowerBIProOpen S.SUB.VL OLP 1L,1,1,7600.0,3.167085398348193e-07,0.9996274927215626,C
copper lugs pin 0 5 sqmm,Copper Lugs Pin 0.5 Sqmm,1,1,7600.0,3.167085398348193e-07,0.9996278094301024,C
plastick white paint dulux velvet touc,Plastick White Paint ( Dulux velvet Touc,1,1,7586.0,3.1612512936670256e-07,0.9996281255552318,C
chicken liver,Chicken Liver,34,34,7580.12,3.1588009697009347e-07,0.9996284414353288,C
hose plain 4104831,"Hose, Plain (4104831)",1,1,7577.9,3.157875847387207e-07,0.9996287572229136,C
ms bolt 4 sut 2,"Ms Bolt 4 Sut 2""",3,3,7556.8,3.1490830181891615e-07,0.9996290721312153,C
non sparking fit spanner 24 x 27,Non sparking Fit Spanner- 24 x 27,1,1,7551.0,3.146666031964106e-07,0.9996293867978185,C
mcb switch 6 amp 2 pole,Mcb Switch -6 Amp- 2 Pole,2,2,7550.0,3.1462493102011654e-07,0.9996297014227495,C
acetone,Acetone,2,2,7540.0,3.14208209257176e-07,0.9996300156309588,C
repair main work from sparsh k 0290,Repair & Main Work From Sparsh K 0290,2,1,7520.76,3.1340643658527837e-07,0.9996303290373953,C
1701aa2071n head light assy lh m bolero,1701AA2071N Head Light Assy LH M-Bolero,2,1,7512.0,3.1304138832094243e-07,0.9996306420787837,C
ruf pad small,Ruf Pad (Small),2,2,7500.0,3.125413222054138e-07,0.9996309546201059,C
fennel seed sweets,Fennel Seed Sweets,1,1,7500.0,3.125413222054138e-07,0.999631267161428,C
belt length 6 mtr lifting capacity 5 mt,"Belt Length 6 mtr, Lifting Capacity 5 MT",2,1,7500.0,3.125413222054138e-07,0.9996315797027502,C
french fries,French Fries,1,1,7500.0,3.125413222054138e-07,0.9996318922440723,C
pp chain with ss pins chain pc 600,"PP chain with SS pins, chain PC 600",1,1,7500.0,3.125413222054138e-07,0.9996322047853945,C
envelop 25x11,Envelop 25X11,1,1,7500.0,3.125413222054138e-07,0.9996325173267167,C
chassis repair work frm akash agro p7459,Chassis Repair Work Frm Akash Agro P7459,1,1,7500.0,3.125413222054138e-07,0.9996328298680388,C
sereal dal,Sereal (Dal),1,1,7500.0,3.125413222054138e-07,0.999633142409361,C
repair of ac frequency drive 7 0a,Repair of AC Frequency Drive 7.0A,1,1,7500.0,3.125413222054138e-07,0.9996334549506831,C
bearing 22213k,Bearing 22213K,1,1,7497.0,3.1241630567653165e-07,0.9996337673669888,C
cyl dia100 m c ss07 00021010d,CYL DIA100 M/C SS07 00021010D,1,1,7488.0,3.120412560898851e-07,0.9996340794082449,C
mammitel infusion 10gm,Mammitel Infusion 10gm,1,1,7458.0,3.107910908010635e-07,0.9996343901993356,C
ms sheet 2mm,Ms Sheet 2Mm,1,1,7457.5,3.1077025471291644e-07,0.9996347009695904,C
266135300113crown w pinion set 909 bsiii,266135300113Crown W/Pinion Set 909 BSIII,1,1,7457.03,3.107506687900582e-07,0.9996350117202591,C
camera cable 3in1 core,Camera Cable 3in1 Core,3,3,7452.0,3.1054105774329915e-07,0.9996353222613169,C
led bulb 14 w pin type,LED Bulb 14 W (Pin type),1,1,7450.0,3.1045771339071105e-07,0.9996356327190303,C
frt 3rd leaf spring 2515,FRT 3rd Leaf Spring 2515,1,1,7440.0,3.1004099162777046e-07,0.999635942760022,C
visiting cord,Visiting Cord,4,4,7435.27,3.098438822338996e-07,0.9996362526039042,C
eng oil hub greshing work cg08ae7167,Eng.Oil & Hub Greshing Work CG08AE7167,1,1,7425.41,3.094329945756402e-07,0.9996365620368988,C
0281002514 boost pr temp sensor bsiii,0281002514 Boost PR. Temp Sensor BSIII,2,2,7423.73,3.093629853194662e-07,0.9996368713998841,C
king pin bearing tx 126 sr std 909,King pin Bearing TX – 126 SR STD 909,1,1,7420.0,3.092075481018894e-07,0.9996371806074322,C
repairing maintenance of door,Repairing & Maintenance of Door &,1,1,7415.0,3.089991872204191e-07,0.9996374896066195,C
sling rope 1,"Sling Rope 1""",1,1,7400.0,3.0837410457600825e-07,0.999637797980724,C
ms nut 5 sut,Ms Nut 5 Sut,2,2,7392.0,3.080407271656558e-07,0.9996381060214512,C
v belt a 45,V Belt - A 45,1,1,7380.0,3.0754066105012717e-07,0.9996384135621122,C
bisleri water 500ml,Bisleri Water 500ml,2,2,7372.8,3.0724062138081e-07,0.9996387208027336,C
repair main work from sparsh k 0396,Repair & Main Work From Sparsh K 0396,2,1,7351.41,3.063492535298801e-07,0.9996390271519872,C
change over switch 125amp,Change Over Switch 125Amp,1,1,7350.0,3.062904957613055e-07,0.9996393334424829,C
rj45 com socket,RJ45 Com. Socket,2,2,7337.85,3.0578417881933274e-07,0.9996396392266618,C
pvc reduser 1x1 2,"Pvc Reduser 1X1/2""",2,2,7300.0,3.0420688694660276e-07,0.9996399434335487,C
ms bolt 12x40 golden,Ms Bolt 12X40 (Golden),1,1,7300.0,3.0420688694660276e-07,0.9996402476404356,C
jain papad,Jain Papad,3,3,7290.0,3.037901651836622e-07,0.9996405514306007,C
ht bolt 12x50 mm,Ht Bolt 12X50 Mm,1,1,7284.0,3.035401321258979e-07,0.9996408549707329,C
search light w blub 12v yellow,Search Light W/Blub 12V Yellow,2,2,7271.1,3.0300256105170456e-07,0.9996411579732939,C
oil filter element change work ac 0617,Oil Filter Element Change Work AC 0617,1,1,7266.95,3.0282962152008423e-07,0.9996414608029154,C
ld liner 27 x44,"LD LINER 27""X44""",1,1,7261.04,3.0258333895818637e-07,0.9996417633862543,C
885426041612 synchro kit gbs 40,885426041612_Synchro Kit Gbs-40,3,3,7250.0,3.021232781319e-07,0.9996420655095325,C
v belt b 78,V Belt B-78,2,2,7238.0,3.016232120163713e-07,0.9996423671327445,C
ropitas bolus,ROPITAS BOLUS,1,1,7232.25,3.0138359700268053e-07,0.9996426685163414,C
26259078 field coil,26259078  Field Coil,1,1,7219.86,3.0086727873839715e-07,0.9996429693836202,C
550 42701 king pin kit jcb,550/42701 King Pin Kit JCB,1,1,7211.86,3.005339013280447e-07,0.9996432699175215,C
ro hindustan unilever,RO (Hindustan Unilever),1,1,7203.38,3.0018052127307116e-07,0.9996435700980427,C
dome 3 6 camera,Dome 3.6 Camera,2,2,7203.3,3.001771874989676e-07,0.9996438702752303,C
swiper broom,Swiper Broom,4,4,7200.0,3.0003966931719726e-07,0.9996441703148996,C
ss wire mesh 0 8 mm,Ss Wire Mesh 0.8 Mm,2,1,7200.0,3.0003966931719726e-07,0.9996444703545689,C
caramel liquide color grade 1080,Caramel Liquide color -Grade 1080,3,3,7200.0,3.0003966931719726e-07,0.9996447703942383,C
nitric acid,Nitric acid,1,1,7200.0,3.0003966931719726e-07,0.9996450704339076,C
level pipe,Level Pipe,1,1,7200.0,3.0003966931719726e-07,0.9996453704735769,C
contactor mnx 25,Contactor - Mnx 25,1,1,7200.0,3.0003966931719726e-07,0.9996456705132463,C
water lcms grade ultrapure,Water LCMS grade (Ultrapure),1,1,7200.0,3.0003966931719726e-07,0.9996459705529156,C
ratchet pana,Ratchet Pana,1,1,7200.0,3.0003966931719726e-07,0.9996462705925849,C
fiber splicing,Fiber Splicing,1,1,7200.0,3.0003966931719726e-07,0.9996465706322543,C
labour charges of car rep work k 1688,Labour Charges Of Car Rep. Work K 1688,1,1,7183.0,2.993312423201983e-07,0.9996468699634966,C
screw driver 903,Screw Driver 903,6,6,7174.0,2.989561927335518e-07,0.9996471689196893,C
copper lugz ring 1 5 mm,Copper Lugz Ring 1.5 Mm,5,5,7168.0,2.987061596757875e-07,0.999647467625849,C
paint green,Paint Green,4,3,7164.0,2.9853947097061125e-07,0.9996477661653199,C
hydrolic machine 50 ton holding capaci,Hydrolic Machine (50 ton holding capaci),1,1,7150.0,2.9795606050249446e-07,0.9996480641213804,C
weighing box 1mg 200gm,WEIGHING BOX (1MG-200GM),1,1,7150.0,2.9795606050249446e-07,0.9996483620774409,C
assy frt main leaf spring tata 2515,Assy Frt Main Leaf Spring Tata 2515,2,2,7123.85,2.9686633309240496e-07,0.999648658943774,C
solonoid valve 1 4,"Solonoid Valve - 1/4""",1,1,7115.0,2.9649753433220255e-07,0.9996489554413083,C
solenoid valve 3 2 way 1 4 230 vac,"SOLENOID VALVE-3/2 WAY,1/4',230 VAC",1,1,7115.0,2.9649753433220255e-07,0.9996492519388426,C
low avrage pickup from gk diesel l2669,Low Avrage & Pickup From GK Diesel L2669,2,1,7105.26,2.9609164733509846e-07,0.9996495480304899,C
gear pump hgn 150,Gear Pump - HGN 150,1,1,7100.0,2.958724516877917e-07,0.9996498439029415,C
a c repair work from cool ind k 1770,A/c Repair Work From Cool Ind. K 1770,1,1,7100.0,2.958724516877917e-07,0.9996501397753932,C
genrator hose pipe,Genrator Hose Pipe,4,2,7081.92,2.951190187403952e-07,0.999650434894412,C
capacitor 11 3 kvar mehvbapp113a48,Capacitor 11.3 KVAR - MEHVBAPP113A48,1,1,7075.0,2.9483064728044034e-07,0.9996507297250592,C
rear spring rr hanger 24 no 4 hole 3118,Rear Spring RR Hanger 24 No(4 Hole) 3118,1,1,7072.0,2.947056307515582e-07,0.99965102443069,C
tetrathionat broth m327 500g,Tetrathionat Broth M327-500G,1,1,7065.0,2.944139255174998e-07,0.9996513188446156,C
ms square pipe 1 2 x 1 2 3 2 mm 1 k,"MS Square Pipe 1/2"" X 1/2"" , 3.2 mm, 1 k",1,1,7062.0,2.942889089886176e-07,0.9996516131335246,C
filter eleme oil filter change ag0622,Filter Eleme. & Oil Filter Change AG0622,1,1,7061.87,2.942834916056994e-07,0.9996519074170162,C
drill bit 12 5mm,Drill Bit 12.5Mm,1,1,7060.0,2.942055646360295e-07,0.9996522016225808,C
m 306900 air dryer assy 2515,M 306900 Air Dryer Assy 2515,1,1,7057.0,2.9408054810714736e-07,0.999652495703129,C
copper wire 28 swg,Copper Wire 28 Swg,1,1,7056.0,2.940388759308533e-07,0.9996527897420049,C
bearing no 6207 2 z,Bearing No. - 6207 - 2 Z,2,2,7050.0,2.9378884287308897e-07,0.9996530835308478,C
green chilli,Green Chilli,25,25,7045.0,2.935804819916187e-07,0.9996533771113298,C
dowl pin for outer cover for air blower,DOWL PIN FOR OUTER COVER(FOR AIR BLOWER),1,1,7040.0,2.9337212111014843e-07,0.999653670483451,C
ctr 12a 1no 1nc s0 3rt2024 1al20,CTR 12A; 1NO+1NC; S0 - 3RT2024-1AL20,1,1,7025.0,2.927470384657376e-07,0.9996539632304895,C
repair main work from sparsh ad 7026,Repair & Main Work From Sparsh AD 7026,3,2,7019.570000000001,2.925207585484609e-07,0.999654255751248,C
air cylinder 50x150,Air Cylinder - 50x150,1,1,7006.0,2.919552671161505e-07,0.9996545477065151,C
daily shed report farm broiler grower,Daily Shed Report Farm Broiler & Grower,1,1,7000.0,2.917052340583862e-07,0.9996548394117492,C
ele shielded wire 0 75 sqmm x 4 core,Ele. Shielded Wire 0.75 Sqmm X 4 Core,1,1,7000.0,2.917052340583862e-07,0.9996551311169832,C
compressor for deep freeze,Compressor for Deep Freeze,1,1,7000.0,2.917052340583862e-07,0.9996554228222173,C
whole sale page,Whole sale page,1,1,7000.0,2.917052340583862e-07,0.9996557145274514,C
hn fuse 32 a siemens,Hn Fuse 32 A (Siemens),1,1,7000.0,2.917052340583862e-07,0.9996560062326855,C
bans jhadu,Bans Jhadu,1,1,7000.0,2.917052340583862e-07,0.9996562979379195,C
air blower,Air Blower,1,1,7000.0,2.917052340583862e-07,0.9996565896431536,C
sulphuric acid 7860,Sulphuric Acid (7860),2,2,7000.0,2.917052340583862e-07,0.9996568813483877,C
elgi air lube rac oil 3 ltr 000998052,Elgi Air Lube Rac Oil 3 Ltr (000998052),3,3,6972.0,2.9053841312215265e-07,0.9996571718868008,C
paint red,Paint Red,6,6,6967.96,2.903700575299247e-07,0.9996574622568584,C
nylon filter paper 47 mm 0 45 micron,Nylon Filter Paper (47 Mm) 0.45 Micron,1,1,6960.0,2.90038347006624e-07,0.9996577522952054,C
nylon filter paper 13mm 0 2 micron,Nylon Filter Paper (13Mm) 0.2 Micron,1,1,6960.0,2.90038347006624e-07,0.9996580423335524,C
skirting,Skirting,1,1,6960.0,2.90038347006624e-07,0.9996583323718994,C
ss elbow 3,"Ss Elbow 3""",2,2,6960.0,2.90038347006624e-07,0.9996586224102464,C
acc repair work from sparsh k 1686,Acc. Repair Work From Sparsh K 1686,1,1,6950.0,2.896216252436834e-07,0.9996589120318716,C
907 50200 cylindrical roller brg jcb,907/50200 Cylindrical Roller BRG JCB,1,1,6945.75,2.8944451849443373e-07,0.9996592014763901,C
pea nuts,Pea Nuts,5,5,6939.69,2.8919198510609174e-07,0.9996594906683752,C
temprature controller e5cz q2t,Temprature controller E5CZ-Q2T,1,1,6936.0,2.890382147755667e-07,0.99965977970659,C
alluminium lugz ring 70 mm,Alluminium Lugz Ring 70 Mm,3,3,6924.0,2.88538148660038e-07,0.9996600682447387,C
11466002pp safety valve assembly,11466002PP_Safety Valve Assembly,1,1,6921.6,2.884381354369323e-07,0.9996603566828742,C
wooden stick ea,Wooden Stick(EA),4,2,6911.0,2.879964103682153e-07,0.9996606446792846,C
fip injector repair g k diesel l0874,FIP & Injector Repair G K Diesel L0874,2,1,6900.900000000001,2.8757552138764536e-07,0.999660932254806,C
copper lugz pin 6 mm,Copper Lugz Pin 6 Mm,2,2,6888.0,2.8703795031345204e-07,0.9996612192927563,C
sodium sulphate,Sodium sulphate,2,2,6880.0,2.867045729030996e-07,0.9996615059973292,C
drill bit 4 mm,Drill Bit 4 Mm,3,3,6880.0,2.867045729030996e-07,0.999661792701902,C
full gasket set eng o hauling 709 909,Full Gasket Set Eng O/Hauling 709/909,4,4,6877.12,2.865845570353727e-07,0.9996620792864591,C
x7803900 assy w regulator lh ec 1012 a l,X7803900 Assy W/Regulator LH EC 1012 A/L,3,3,6875.0,2.864962120216293e-07,0.9996623657826711,C
tilox 5gm syring,Tilox 5gm (syring),1,1,6872.0,2.8637119549274716e-07,0.9996626521538666,C
electric tape yellow,Electric Tape - Yellow,4,4,6870.0,2.86287851140159e-07,0.9996629384417177,C
matka kulfi,MATKA KULFI,6,6,6864.139999999999,2.8604365218707585e-07,0.9996632244853699,C
07607991b91 assy driver seat m arjun tr,07607991B91 Assy Driver Seat M-Arjun Tr,1,1,6855.0,2.8566276849574823e-07,0.9996635101481385,C
civil work of parivartan shed,Civil work of Parivartan Shed,1,1,6837.0,2.849126693224552e-07,0.9996637950608078,C
p4303551 diff spider gear kit al 1012,P4303551 Diff.Spider Gear Kit AL 1012,1,1,6812.0,2.838708649151038e-07,0.9996640789316728,C
12u rack with pdu,12U Rack with PDU,1,1,6800.0,2.833707987995752e-07,0.9996643623024716,C
isofluid inj 10ml,Isofluid Inj. 10ml,1,1,6786.0,2.827873883314584e-07,0.9996646450898599,C
wire 4 mm,Wire 4 Mm,1,1,6780.0,2.8253735527369405e-07,0.9996649276272151,C
organ gas cylinder,Organ Gas Cylinder,3,3,6780.0,2.8253735527369405e-07,0.9996652101645704,C
security room,Security Room,1,1,6779.66,2.825231867337541e-07,0.9996654926877572,C
apw 4u rack,APW 4U Rack,1,1,6779.64,2.8252235329022825e-07,0.9996657752101105,C
tools box,Tools Box,2,2,6760.0,2.81703911747813e-07,0.9996660569140222,C
teflon gland rope 8mm,Teflon Gland Rope 8Mm,1,1,6750.0,2.812871899848724e-07,0.9996663382012122,C
ci gate valve 3 thead type,"Ci Gate Valve - 3"" Thead Type",1,1,6750.0,2.812871899848724e-07,0.9996666194884022,C
ms welding rod 7018 3 15mm 10 no,Ms Welding Rod 7018 - 3.15Mm (10 No.),1,1,6750.0,2.812871899848724e-07,0.9996669007755922,C
refilling for dcp type 10 kg,Refilling for DCP Type 10 Kg,2,2,6750.0,2.812871899848724e-07,0.9996671820627822,C
teflon gland rope 25 mm kg,Teflon Gland Rope 25 mm (Kg),1,1,6750.0,2.812871899848724e-07,0.9996674633499721,C
teflon gland rope 12 mm,Teflon Gland Rope 12 mm,1,1,6750.0,2.812871899848724e-07,0.9996677446371621,C
334 y8083 liner bearing bush jcb,334/Y8083 Liner Bearing Bush JCB,2,2,6737.28,2.80757119902412e-07,0.999668025394282,C
285226710102 gear box top cover 407 gb38,285226710102 Gear Box Top Cover 407 GB38,1,1,6734.38,2.8063627059115925e-07,0.9996683060305526,C
eng oil filter change s k auto g7788,Eng.Oil & Filter Change S K Auto G7788,1,1,6719.0,2.799953525197567e-07,0.9996685860259051,C
drill bit 3 5mm,Drill Bit 3.5mm,3,3,6701.0,2.792452533464637e-07,0.9996688652711585,C
ss balvalve 3,"Ss Balvalve 3""",1,1,6700.0,2.7920358117016964e-07,0.9996691444747396,C
extruder feeding motor 1 5kw,Extruder - Feeding motor:1.5KW,1,1,6698.99,2.7916149227211265e-07,0.9996694236362319,C
flange head seal bolt 8 25 mm,Flange Head seal bolt 8 *25 MM,1,1,6688.0,2.78703515054641e-07,0.999669702339747,C
550730100102 acce pedal 709 1109 bsiii,550730100102 Acce.Pedal 709/1109 BSIII,2,2,6661.16,2.7758503384290855e-07,0.9996699799247808,C
modular shocket 16 amp,Modular Shocket - 16 Amp,5,5,6657.04,2.7741334447657705e-07,0.9996702573381253,C
scruber,Scruber,2,2,6650.0,2.771199723554669e-07,0.9996705344580976,C
m 450350 brake booster assy mazda bus,M-450350 Brake Booster Assy Mazda Bus,1,1,6640.63,2.767295040635916e-07,0.9996708111876017,C
accessories fitment work of cg08 aj 1791,Accessories Fitment work of CG08 AJ 1791,1,1,6610.0,2.754530853037047e-07,0.999671086640687,C
copper wire 22 5 swg,Copper Wire 22.5 Swg,1,1,6600.0,2.7503636354076415e-07,0.9996713616770506,C
round shape mutton flavour red,Round Shape Mutton Flavour Red,1,1,6600.0,2.7503636354076415e-07,0.9996716367134142,C
lpg regulater,Lpg Regulater,1,1,6600.0,2.7503636354076415e-07,0.9996719117497778,C
copper wire 21 swg,Copper Wire 21 Swg,1,1,6600.0,2.7503636354076415e-07,0.9996721867861413,C
hn fuse 80 a,Hn Fuse 80 A,1,1,6600.0,2.7503636354076415e-07,0.9996724618225049,C
led bulb 9 w,LED Bulb 9 W,3,3,6590.0,2.746196417778236e-07,0.9996727364421467,C
eng oil filter change city whee af1028,Eng.Oil & Filter Change City Whee AF1028,1,1,6579.26,2.7417208260442546e-07,0.9996730106142293,C
bearing 6013 wos cent brg 3118,Bearing 6013 WOS Cent.Brg.3118,1,1,6575.0,2.7399455913341277e-07,0.9996732846087885,C
sa 1182 a armature assy a lek,SA 1182 A Armature Assy A/Lek,1,1,6562.52,2.7347449037326297e-07,0.9996735580832788,C
curtain pipe,Curtain Pipe,3,3,6561.44,2.7342948442286533e-07,0.9996738315127632,C
half yoke 1312 1612,"Half Yoke 1312,1612",1,1,6552.0,2.730360990786495e-07,0.9996741045488623,C
503929300101 clutch booster assy 3118bs4,503929300101 Clutch Booster Assy 3118BS4,1,1,6528.91,2.7207388852801974e-07,0.9996743766227508,C
element lub oil filter kit3238204,"Element, Lub Oil Filter - KIT3238204",1,1,6525.0,2.7191095031870997e-07,0.9996746485337011,C
relay 8 pin 230v,"Relay 8 Pin, 230V",1,1,6510.0,2.712858676742992e-07,0.9996749198195688,C
278909130106 air filter bread type yodha,278909130106 Air Filter Bread Type Yodha,1,1,6509.25,2.7125461354207864e-07,0.9996751910741823,C
bearing no 30210,Bearing No.  30210,2,2,6506.0,2.7111917896912294e-07,0.9996754621933613,C
repair of ac frequency drive 3 7a,Repair of AC Frequency Drive 3.7A,1,1,6500.0,2.708691459113586e-07,0.9996757330625072,C
repair of ac frequency drive 3 kw,Repair of AC Frequency Drive 3 KW,1,1,6500.0,2.708691459113586e-07,0.9996760039316531,C
voice mail box nec,Voice Mail Box - NEC,1,1,6500.0,2.708691459113586e-07,0.999676274800799,C
control valve repair sanjai enter p 7315,Control Valve Repair Sanjai Enter.P-7315,1,1,6500.0,2.708691459113586e-07,0.9996765456699449,C
rear door locking system chicks vehicle,Rear Door Locking System Chicks Vehicle,1,1,6500.0,2.708691459113586e-07,0.9996768165390908,C
6691272 hose bobcat,6691272 Hose BOBCAT,2,2,6500.0,2.708691459113586e-07,0.9996770874082367,C
contactor coil 3tx02030yb6,Contactor Coil - 3TX02030YB6,1,1,6500.0,2.708691459113586e-07,0.9996773582773826,C
stiching machine needle,Stiching Machine Needle,1,1,6500.0,2.708691459113586e-07,0.9996776291465285,C
gripper assy r h pl 13526,Gripper Assy. (R.H.) - PL-13526,1,1,6500.0,2.708691459113586e-07,0.9996779000156744,C
isurance charges,Isurance charges,1,1,6497.0,2.7074412938247645e-07,0.9996781707598037,C
tube 165 75 80 r 14 ace venture,Tube 165/75/80-R-14 ACE Venture,3,2,6483.12,2.7016571957551497e-07,0.9996784409255233,C
pvc ballvalve 1 5,"Pvc Ballvalve 1.5""",2,2,6476.0,2.698690136803013e-07,0.999678710794537,C
exhaust fan 28 inch,"Exhaust fan 28"" inch",1,1,6475.0,2.698273415040072e-07,0.9996789806218784,C
upvc t 2,Upvc T 2'',2,2,6470.84,2.6965398525062396e-07,0.9996792502758637,C
06010378c91air cleaner assy donaldson mm,06010378C91Air Cleaner Assy Donaldson MM,1,1,6464.0,2.6936894756477264e-07,0.9996795196448113,C
silver foil,Silver Foil,6,6,6462.9,2.6932310817084917e-07,0.9996797889679194,C
310 152 fuel return leak off kit all bs4,310-152 Fuel Return Leak Off Kit All BS4,1,1,6453.5,2.6893138971368505e-07,0.9996800578993091,C
led pilot light green 230v ac,LED Pilot Light Green 230V AC,1,1,6450.0,2.6878553709665585e-07,0.9996803266848462,C
outer distance ring,Outer Distance Ring,1,1,6440.0,2.683688153337153e-07,0.9996805950536615,C
starter 10 hp manual,"STARTER 10 HP ,MANUAL",6,5,6420.0,2.675353718078342e-07,0.9996808625890333,C
duplex sprocket teeth 19 pitch 2,"DUPLEX SPROCKET , TEETH - 19, PITCH - 2""",1,1,6420.0,2.675353718078342e-07,0.9996811301244052,C
wiring loom change city wheels af 6009,Wiring Loom Change City Wheels AF-6009,2,1,6415.5199999999995,2.673486804580368e-07,0.9996813974730856,C
cup sucker small 30 d 04773,CUP SUCKER (Small) 30 d. (04773),2,2,6414.0,2.672853387500699e-07,0.9996816647584243,C
gland 38 mm,Gland 38 Mm,3,3,6409.0,2.670769778685996e-07,0.9996819318354022,C
biscuit,Biscuit,10,8,6406.24,2.66961962662028e-07,0.9996821987973649,C
253418170207 compact oil cooler 407bsiii,253418170207 Compact Oil Cooler 407BSIII,2,2,6400.07,2.6670484533429365e-07,0.9996824655022102,C
